periodo;cole_area_ubicacion;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_depto_ubicacion;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_mcpio_presentacion;estu_mcpio_reside;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;RURAL;270678000652;270678000652;SUCRE;MAÑANA;SAN BENITO ABAD;OFICIAL;INST EDUC SANTIAGO APOSTOL;INST EDUC SANTIAGO APOSTOL;3;A1;3;3;3;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SAN BENITO ABAD;68;324;53;63;65;67
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;3;A2;3;3;2;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;68;288;59;51;61;50
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;3;A1;2;3;2;Entre 1 y 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;66;287;48;49;66;52
20242;RURAL;270429000014;270429000014;SUCRE;SABATINA;MAJAGUAL;OFICIAL;INST EDUC PALMARITO;INSTITUCION EDUCATIVA PALMARITO;1;A-;2;1;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SUCRE;SUCRE;37;170;33;38;30;31
20242;URBANO;170473000035;170473000035;SUCRE;MAÑANA;MORROA;OFICIAL;INST EDUC CRISTOBAL COLON;INST EDUC CRISTOBAL COLON;4;A2;4;4;4;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;MORROA;73;353;64;68;73;71
20242;URBANO;170001800003;170001800003;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA ALTOS DE LA SABANA;INSTITUCION EDUCATIVA ALTOS DE LA SABANA - SEDE PRINCIPAL;3;A-;3;3;2;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;57;279;45;58;60;52
20242;URBANO;370001000057;370001000057;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES;COLEGIO NUESTRA SE¥ORA DE LAS MERCEDES;3;A2;4;4;3;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;67;338;66;72;75;57
20242;URBANO;170001001429;170001001429;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;INSTITUCION EDUCATIVA JOSE IGNACIO LOPEZ;3;A1;3;3;3;Entre 1 y 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;64;298;49;57;61;60
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;1;A-;1;2;1;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;34;167;36;35;39;25
20242;RURAL;270001000109;270001000109;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCI¿N EDUCATIVA TECNICO AGROPECUARIO LA ARENA;INSTITUCIÀN EDUCATIVA TECNICO AGROPECUARIO LA ARENA;1;A-;2;1;1;30 minutos o menos;Más de 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;36;161;28;36;21;37
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;2;A1;3;2;1;;;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;46;233;50;55;46;38
20242;URBANO;170717000016;170717000016;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;INST EDUC SAN PEDRO CLAVER;INST EDUC SAN PEDRO CLAVER;3;B1;3;3;3;;;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;61;313;73;60;69;57
20242;URBANO;170429000001;170429000001;SUCRE;MAÑANA;MAJAGUAL;OFICIAL;I.E. NORMAL SUPERIOR DE LA MOJANA;I.E. NORMAL SUPERIOR DE LA MOJANA - SEDE PRINCIPAL;2;A1;3;3;3;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;MAJAGUAL;MAJAGUAL;52;280;57;63;53;56
20242;URBANO;370215000267;370215000267;SUCRE;MAÑANA;COROZAL;NO OFICIAL;COLEGIO PESTALOZZIANO;COLEGIO PESTALOZZIANO;4;B+;4;4;4;Más de 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;COROZAL;80;383;79;71;82;73
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;4;A2;4;4;4;Más de 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;76;375;62;75;77;76
20242;URBANO;170230000053;170230000053;SUCRE;MAÑANA;CHALÁN;OFICIAL;I.E. CHALAN;I.E. CHALAN - SEDE PRINCIPAL;2;A1;3;3;2;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;CHALÁN;46;266;56;59;65;42
20242;URBANO;170523000066;170523000066;SUCRE;MAÑANA;PALMITO;OFICIAL;I.E. INDÍGENA SAN ANTONIO ABAD;I.E. INDÍGENA SAN ANTONIO ABAD - SEDE PRINCIPAL;1;A-;1;1;2;30 minutos o menos;Entre 1 y 2 horas;SUCRE;SUCRE;SINCELEJO;PALMITO;40;188;40;35;34;41
20242;RURAL;470823000461;470823000461;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA;I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA - SEDE PRINCIPAL;3;A2;3;4;3;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;TOLÚ VIEJO;70;338;61;54;81;68
20242;URBANO;170702000150;170702000150;SUCRE;MAÑANA;SAN JUAN DE BETULIA;OFICIAL;I.E. SAN JUAN BAUTISTA;I.E. SAN JUAN BAUTISTA - SEDE PRINCIPAL;3;A2;3;3;2;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;SAN JUAN DE BETULIA;57;300;62;62;65;55
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;1;A-;2;2;1;No Navega Internet;Entre 30 y 60 minutos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;37;170;43;37;36;23
20242;RURAL;270508000020;270508000020;SUCRE;MAÑANA;OVEJAS;OFICIAL;INST EDUC CANUTALITO;INSTITUCION EDUCATIVA CANUTALITO;2;A2;3;3;2;Entre 1 y 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;SAN PEDRO;OVEJAS;52;273;61;54;65;45
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;1;A-;2;2;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;31;201;45;49;37;42
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;3;A2;3;3;4;No Navega Internet;No leo por entretenimiento;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;65;328;59;59;65;76
20242;RURAL;270670000157;270670000157;SUCRE;SABATINA;SAMPUÉS;OFICIAL;INST EDUC SAN LUIS BELTRAN;INST EDUC SAN LUIS BELTRAN;1;A-;2;1;1;;;CORDOBA;CORDOBA;CHINÚ;CHINÚ;37;173;38;38;33;29
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;3;A1;3;3;2;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;64;300;56;64;65;48
20242;RURAL;270204000104;270204000104;SUCRE;MAÑANA;COLOSÓ;OFICIAL;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA CHINULITO;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA CHINULITO;1;A-;1;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;COLOSÓ;32;170;36;33;37;33
20242;URBANO;370001039204;370001039204;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;INSTITUCIÓN EDUCATIVA JOSÉ ASUNCIÓN SILVA;INSTITUCIÓN EDUCATIVA JOSE ASUNCIÓN SILVA;1;A1;2;2;1;;;SUCRE;SUCRE;SINCELEJO;SINCELEJO;39;215;54;44;46;39
20242;RURAL;270001003361;270001003361;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;1;A-;2;1;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;35;166;41;36;19;40
20242;URBANO;170823000106;170823000106;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. HERIBERTO GARCIA GARRIDO;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;1;A1;2;2;2;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;40;202;48;39;36;44
20242;URBANO;170215000977;170215000977;SUCRE;TARDE;COROZAL;OFICIAL;I.E. NORMAL SUPERIOR DE COROZAL;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;3;B1;4;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;COROZAL;COROZAL;69;335;71;68;62;68
20242;RURAL;170820060116;170820060116;SUCRE;UNICA;COVEÑAS;OFICIAL;INSTITUCION  EDUCATIVA TECNICA PIO XII;SEDE PRINCIPAL INSTITUCION EDUCATIVA TECNICA PIO XII;2;A-;2;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;COVEÑAS;COVEÑAS;41;191;46;40;40;29
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;1;A-;2;1;1;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;40;192;33;47;30;38
20242;URBANO;170823000106;170823000106;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. HERIBERTO GARCIA GARRIDO;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;3;A1;3;3;3;;;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;61;311;56;63;67;60
20242;URBANO;170823000106;170823000106;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. HERIBERTO GARCIA GARRIDO;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;3;A2;3;3;2;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;62;278;59;56;54;49
20242;RURAL;470823000461;470823000461;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA;I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA - SEDE PRINCIPAL;3;A2;3;3;3;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;TOLÚ VIEJO;70;315;61;55;66;62
20242;RURAL;270001038351;270001038351;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA TECNICO AGROPECUARIO LA GALLERA;INSTITUCION EDUCATIVA TECNICO AGROPECUARIO LA GALLERA;1;A-;2;1;1;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SINCELEJO;SINCELEJO;36;180;32;37;32;40
20242;RURAL;270001003361;270001003361;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;INSTITUCION EDUCATIVA SAN ISIDRO DE CHOCHO;2;A-;2;2;2;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;52;232;43;49;45;41
20242;URBANO;170820000148;170820000148;SUCRE;MAÑANA;SANTIAGO DE TOLÚ;OFICIAL;I.E. JOSE YEMAIL TOUS;I.E. JOSE YEMAIL TOUS - SEDE PRINCIPAL;2;A1;2;3;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;46;244;53;44;57;47
20242;URBANO;170717000008;170717000008;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;INST EDUC SAN JUAN BOSCO;INST EDUC SAN JUAN BOSCO;2;A-;2;2;2;;;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;49;232;42;50;43;45
20242;URBANO;170418000115;170418000115;SUCRE;MAÑANA;LOS PALMITOS;OFICIAL;I.E. SANTA ROSA DE LIMA;I.E. SANTA ROSA DE LIMA - SEDE PRINCIPAL;2;A-;2;2;1;;;SUCRE;SUCRE;COROZAL;LOS PALMITOS;46;220;42;44;48;39
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;2;A-;2;2;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;CAIMITO;50;232;45;45;50;41
20242;URBANO;170823000106;170823000106;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. HERIBERTO GARCIA GARRIDO;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;3;A1;3;2;3;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;58;270;53;54;46;58
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;1;A-;2;2;1;;;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;28;177;43;42;43;26
20242;URBANO;170823000106;170823000106;SUCRE;MAÑANA;TOLÚ VIEJO;OFICIAL;I.E. HERIBERTO GARCIA GARRIDO;I.E. HERIBERTO GARCIA GARRIDO - SEDE PRINCIPAL;2;A-;2;3;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SANTIAGO DE TOLÚ;TOLÚ VIEJO;50;232;38;44;56;38
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;2;A1;3;3;2;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;54;282;55;58;61;53
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;2;A-;2;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;47;209;39;43;46;32
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;4;A1;3;3;3;Entre 30 y 60 minutos;No leo por entretenimiento;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;71;305;53;57;60;59
20242;RURAL;270418000021;270418000021;SUCRE;MAÑANA;LOS PALMITOS;OFICIAL;I.E.TA.. AGRO EL PIÑAL;I.E.T. AGRO EL PIÑAL - SEDE PRINCIPAL;2;A1;2;2;1;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;COROZAL;LOS PALMITOS;46;205;48;40;37;39
20242;RURAL;270400000171;270400000171;SUCRE;MAÑANA;LA UNIÓN;OFICIAL;I.E. BOCA NEGRA;I.E. BOCA NEGRA - SEDE PRINCIPAL;1;A-;2;1;1;30 minutos o menos;Entre 1 y 2 horas;SUCRE;SUCRE;SAN MARCOS;LA UNIÓN;38;178;29;43;35;29
20242;RURAL;270670000271;270670000271;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;INSTITUCION EDUCATIVA INDIGENA BOSSA NAVARRO;INSTITUCION EDUCATIVA INDIGENA BOSSA NAVARRO;2;A-;2;1;1;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;43;174;33;37;31;29
20242;URBANO;170742000071;170742000071;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC SAN JUAN BAUTISTA DE LA SALLE;INST EDUC SAN JUAN BAUTISTA DE LA SALLE;2;A1;3;2;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;43;240;49;59;46;44
20242;URBANO;170235000256;170235000256;SUCRE;NOCHE;GALERAS;OFICIAL;I.E.  DE GALERAS;I.E. DE GALERAS - SEDE PRINCIPAL;2;A-;2;2;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;GALERAS;GALERAS;42;215;41;43;45;43
20242;RURAL;270678000652;270678000652;SUCRE;MAÑANA;SAN BENITO ABAD;OFICIAL;INST EDUC SANTIAGO APOSTOL;INST EDUC SANTIAGO APOSTOL;3;A2;3;3;3;Entre 1 y 3 horas;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SAN BENITO ABAD;56;307;60;65;67;58
20242;URBANO;170400000011;170400000011;SUCRE;MAÑANA;LA UNIÓN;OFICIAL;I.E. LA UNION;I.E. LA UNION - SEDE PRINCIPAL;2;A-;2;2;2;Entre 30 y 60 minutos;Entre 1 y 2 horas;CORDOBA;SUCRE;SAHAGÚN;LA UNIÓN;48;233;40;44;49;48
20242;URBANO;170670000071;170670000071;SUCRE;MAÑANA;SAMPUÉS;OFICIAL;I.E. MILLAN VARGAS;I.E. MILLAN VARGAS - SEDE PRINCIPAL;2;A-;2;2;2;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;SINCELEJO;SAMPUÉS;44;222;42;48;42;44
20242;RURAL;370771000071;370771000071;SUCRE;MAÑANA;SUCRE;OFICIAL;I.E. PUEBLO NUEVO;I.E. PUEBLO NUEVO - SEDE PRINCIPAL;2;A-;2;2;2;;;SUCRE;SUCRE;SUCRE;SUCRE;52;226;41;44;39;47
20242;RURAL;270678000130;270678000130;SUCRE;MAÑANA;SAN BENITO ABAD;OFICIAL;INST EDUC LA VENTURA;INST EDUC LA VENTURA;1;A-;2;1;1;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SAN BENITO ABAD;SAN BENITO ABAD;27;170;37;46;31;31
20242;URBANO;170215000977;170215000977;SUCRE;TARDE;COROZAL;OFICIAL;I.E. NORMAL SUPERIOR DE COROZAL;I.E. NORMAL SUPERIOR DE COROZAL - SEDE PRINCIPAL;4;A2;4;4;3;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;COROZAL;COROZAL;77;355;67;69;71;68
20242;URBANO;170708000003;170708000003;SUCRE;UNICA;SAN MARCOS;OFICIAL;INST EDUC MARIA INMACULADA;INSTITUCION EDUCATIVA MARIA INMACULADA;2;A-;3;2;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SAN MARCOS;SAN MARCOS;44;220;45;54;44;34
20242;RURAL;270235000285;270235000285;SUCRE;MAÑANA;GALERAS;OFICIAL;INST EDUC SAN ANDRES;INST EDUC SAN ANDRES;2;A1;3;2;2;No Navega Internet;30 minutos o menos;SUCRE;SUCRE;GALERAS;GALERAS;50;253;48;53;49;51
20242;URBANO;370001003501;370001003501;SUCRE;MAÑANA;SINCELEJO;NO OFICIAL;CENTRO EDUCATIVO JOSE ANTONIO PAEZ (ANTIGUA ESCUELA JOSE ANTONIO PAEZ);ESCUELA JOSE ANTONIO PAEZ;2;A2;3;2;2;;;SUCRE;SUCRE;SINCELEJO;SINCELEJO;54;261;58;60;50;43
20242;URBANO;170001000414;170001000414;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SINCELEJO;3;A-;2;2;3;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;56;253;44;48;45;56
20242;URBANO;170110000025;170110000025;SUCRE;TARDE;BUENAVISTA;OFICIAL;INST EDUC BUENAVISTA;INST EDUC BUENAVISTA;1;A-;2;1;1;30 minutos o menos;Entre 30 y 60 minutos;SUCRE;SUCRE;SAN PEDRO;BUENAVISTA;34;170;29;42;28;34
20242;URBANO;170001001917;170001001917;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN JOSE C.I.P;INSTITUCION EDUCATIVA SAN JOSE C.I.P;2;B1;2;2;1;;;SUCRE;SUCRE;SINCELEJO;SINCELEJO;45;213;70;45;37;34
20242;URBANO;170717000008;170717000008;SUCRE;MAÑANA;SAN PEDRO;OFICIAL;INST EDUC SAN JUAN BOSCO;INST EDUC SAN JUAN BOSCO;2;A-;2;3;2;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;SAN PEDRO;SAN PEDRO;47;240;45;42;54;50
20242;URBANO;170742000080;170742000080;SUCRE;MAÑANA;SAN LUIS DE SINCÉ;OFICIAL;INST EDUC ANTONIA SANTOS;INST EDUC ANTONIA SANTOS;4;A2;4;4;3;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SAN LUIS DE SINCÉ;SAN LUIS DE SINCÉ;75;360;66;74;81;60
20242;URBANO;170508000106;170508000106;SUCRE;MAÑANA;OVEJAS;OFICIAL;I.E. SAN JOSE;I.E. SAN JOSE - SEDE PRINCIPAL;3;A2;3;4;3;Entre 1 y 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;OVEJAS;OVEJAS;65;321;58;62;72;60
20242;RURAL;270429003340;270429003340;SUCRE;TARDE;MAJAGUAL;OFICIAL;I.E. LAS PALMITAS;I.E. LAS PALMITAS - SEDE PRINCIPAL;2;A-;2;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;MAJAGUAL;MAJAGUAL;41;203;41;45;40;36
20242;URBANO;370001003871;370001003871;SUCRE;SABATINA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA SAN JOSE;INSTITUCION EDUCATIVA SAN JOSE;1;A-;2;1;1;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;40;167;32;37;25;32
20242;RURAL;270235000285;270235000285;SUCRE;MAÑANA;GALERAS;OFICIAL;INST EDUC SAN ANDRES;INST EDUC SAN ANDRES;2;A1;3;3;2;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;GALERAS;GALERAS;46;265;50;58;63;46
20242;URBANO;370820066466;370820066466;SUCRE;SABATINA;SANTIAGO DE TOLÚ;NO OFICIAL;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ;CENTRO EDUCATIVO COSTA CARIBE - SEDE SANTIAGO DE TOLÚ - SEDE PRINCIPAL;1;A1;2;2;1;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;SANTIAGO DE TOLÚ;SANTIAGO DE TOLÚ;40;203;49;43;44;33
20242;URBANO;170001001861;170001001861;SUCRE;UNICA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO;2;A1;3;3;3;Entre 1 y 3 horas;30 minutos o menos;SUCRE;SUCRE;SINCELEJO;SINCELEJO;55;290;54;60;58;60
20242;URBANO;170235000248;170235000248;SUCRE;MAÑANA;GALERAS;OFICIAL;INST EDUC ANTONIO NARIÑO;INST EDUC ANTONIO NARIÑO;1;A-;1;2;1;Entre 30 y 60 minutos;30 minutos o menos;SUCRE;SUCRE;GALERAS;GALERAS;34;174;30;35;39;33
20242;URBANO;170215000055;170215000055;SUCRE;MAÑANA;COROZAL;OFICIAL;I.E. FRANCISCO JOSE DE CALDAS;I.E. FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL;3;A-;3;3;3;Entre 30 y 60 minutos;Entre 1 y 2 horas;SUCRE;SUCRE;COROZAL;COROZAL;60;280;42;60;52;57
20242;URBANO;170400000011;170400000011;SUCRE;MAÑANA;LA UNIÓN;OFICIAL;I.E. LA UNION;I.E. LA UNION - SEDE PRINCIPAL;2;A1;3;2;1;Entre 30 y 60 minutos;30 minutos o menos;CORDOBA;SUCRE;SAHAGÚN;LA UNIÓN;44;221;49;52;41;38
20242;URBANO;170418000115;170418000115;SUCRE;MAÑANA;LOS PALMITOS;OFICIAL;I.E. SANTA ROSA DE LIMA;I.E. SANTA ROSA DE LIMA - SEDE PRINCIPAL;2;A-;2;2;2;Más de 3 horas;30 minutos o menos;SUCRE;SUCRE;COROZAL;LOS PALMITOS;45;221;46;46;42;43
20242;URBANO;170001000431;170001000431;SUCRE;MAÑANA;SINCELEJO;OFICIAL;INSTITUCION EDUCATIVA MADRE AMALIA;INSTITUCION EDUCATIVA MADRE AMALIA;3;A2;4;4;3;Más de 3 horas;Entre 1 y 2 horas;SUCRE;SUCRE;SINCELEJO;SINCELEJO;57;318;65;66;71;60
